ID,NationalDex,Name,HP,Atk,Def,SpA,SpD,Spe,Total,Type1,Type2,Tier,Ability1,Ability2,HiddenAbility,Mass,LK/GK,EVYield,EXPV,Color,Hatch,Gender,EggGroup1,EggGroup2,Catch,EXP,Evolve,EvolveNum,HasForms,IsForm,IsAlolanForm,IsGalarianForm,EvolvesFromRegionalForm,JohtoDex,HoennDex,SinnohDex,UnovaDex,KalosDex,AlolaDex,GalarDex,PrevEvolution,NextEvolution
104,66,Machop,70,80,50,35,35,35,305,Fighting,,,Guts,No Guard,Steadfast,19.5 kG,40,1 Atk,61,Gray,5120,M (75%),Human-like,,180,1059860,,1,False,False,False,False,False,142,73,40,-1,-1,95,138,,Machoke
105,67,Machoke,80,100,70,50,60,45,405,Fighting,,,Guts,No Guard,Steadfast,70.5 kG,80,2 Atk,142,Gray,5120,M (75%),Human-like,,90,1059860,Lv. 28,1,False,False,False,False,False,143,74,41,-1,-1,96,139,Machop,Machamp
107,68,Machamp (Gmax),90,130,80,65,85,55,505,Fighting,,,Guts,No Guard,Steadfast,1000 kG,120,3 Atk,227,Gray,5120,M (75%),Human-like,,45,1059860,Trade,1,True,True,False,False,False,144,75,42,-1,-1,97,140,Machoke,
106,68,Machamp,90,130,80,65,85,55,505,Fighting,,,Guts,No Guard,Steadfast,130 kG,100,3 Atk,227,Gray,5120,M (75%),Human-like,,45,1059860,Trade,1,True,False,False,False,False,144,75,42,-1,-1,97,140,Machoke,
108,69,Bellsprout,50,75,35,70,30,40,300,Grass,Poison,,Chlorophyll,None,Gluttony,4 kG,20,1 Atk,60,Green,5120,Neutral,Grass,,255,1059860,,1,False,False,False,False,False,64,-1,-1,-1,-1,-1,-1,,Weepinbell
109,70,Weepinbell,65,90,50,85,45,55,390,Grass,Poison,,Chlorophyll,None,Gluttony,6.4 kG,20,2 Atk,137,Green,5120,Neutral,Grass,,120,1059860,Lv. 21,1,False,False,False,False,False,65,-1,-1,-1,-1,-1,-1,Bellsprout,Victreebel
110,71,Victreebel,80,105,65,100,70,70,490,Grass,Poison,,Chlorophyll,None,Gluttony,15.5 kG,40,3 Atk,221,Green,5120,Neutral,Grass,,45,1059860,Leaf Stone,1,False,False,False,False,False,66,-1,-1,-1,-1,-1,-1,Weepinbell,
111,72,Tentacool,40,40,35,50,100,70,335,Water,Poison,,Clear Body,Liquid Ooze,Rain Dish,45.5 kG,60,1 SpD,67,Blue,5120,Neutral,Water3,,190,1250000,,1,False,False,False,False,False,164,66,136,-1,-1,106,-1,,Tentacruel
112,73,Tentacruel,80,70,65,80,120,100,515,Water,Poison,,Clear Body,Liquid Ooze,Rain Dish,55 kG,80,2 SpD,180,Blue,5120,Neutral,Water3,,60,1250000,Lv. 30,1,False,False,False,False,False,165,67,137,-1,-1,107,-1,Tentacool,
114,74,Geodude (Alola),40,80,100,30,30,20,300,Rock,Electric,,Magnet Pull,Sturdy,Galvanize,20.3 kG,40,1 Def,60,Brown,3840,Neutral,Mineral,,255,1059860,,1,True,True,True,False,False,34,57,31,-1,-1,229,-1,,Graveler
113,74,Geodude,40,80,100,30,30,20,300,Rock,Ground,,Rock Head,Sturdy,Sand Veil,20 kG,40,1 Def,60,Brown,3840,Neutral,Mineral,,255,1059860,,1,True,False,False,False,False,34,57,31,-1,-1,229,-1,,Graveler
116,75,Graveler (Alola),55,95,115,45,45,35,390,Rock,Electric,,Magnet Pull,Sturdy,Galvanize,110 kG,100,2 Def,137,Brown,3840,Neutral,Mineral,,120,1059860,Lv. 25,1,True,True,True,False,True,35,58,32,-1,-1,230,-1,Geodude (Alola),Golem
115,75,Graveler,55,95,115,45,45,35,390,Rock,Ground,,Rock Head,Sturdy,Sand Veil,105 kG,100,2 Def,137,Brown,3840,Neutral,Mineral,,120,1059860,Lv. 25,1,True,False,False,False,False,35,58,32,-1,-1,230,-1,Geodude,Golem
118,76,Golem (Alola),80,120,130,55,65,45,495,Rock,Electric,,Magnet Pull,Sturdy,Galvanize,316 kG,120,3 Def,223,Brown,3840,Neutral,Mineral,,45,1059860,Trade,1,True,True,True,False,True,36,59,33,-1,-1,231,-1,Graveler (Alola),
117,76,Golem,80,120,130,55,65,45,495,Rock,Ground,,Rock Head,Sturdy,Sand Veil,300 kG,120,3 Def,223,Brown,3840,Neutral,Mineral,,45,1059860,Trade,1,True,False,False,False,False,36,59,33,-1,-1,231,-1,Graveler,
120,77,Ponyta (Galar),50,85,55,65,65,90,410,Psychic,,,Run Away,Pastel Veil,Anticipation,24 kG,40,1 Spe,82,Yellow,5120,Neutral,Field,,190,1000000,,1,True,True,False,True,False,206,-1,90,-1,-1,-1,333,,Rapidash
119,77,Ponyta,50,85,55,65,65,90,410,Fire,,,Run Away,Flash Fire,Flame Body,30 kG,60,1 Spe,82,Yellow,5120,Neutral,Field,,190,1000000,,1,True,False,False,False,False,206,-1,90,-1,-1,-1,333,,Rapidash
122,78,Rapidash (Galar),65,100,70,80,80,105,500,Psychic,Fairy,,Run Away,Pastel Veil,Anticipation,80 kG,80,2 Spe,175,Yellow,5120,Neutral,Field,,60,1000000,Lv. 40,1,True,True,False,True,True,207,-1,91,-1,-1,-1,334,Ponyta (Galar),
121,78,Rapidash,65,100,70,80,80,105,500,Fire,,,Run Away,Flash Fire,Flame Body,95 kG,80,2 Spe,175,Yellow,5120,Neutral,Field,,60,1000000,Lv. 40,1,True,False,False,False,False,207,-1,91,-1,-1,-1,334,Ponyta,
124,79,Slowpoke (Galar),90,65,65,40,40,15,315,Psychic,,,Gluttony,Own Tempo,Regenerator,36 kG,60,1 HP,63,Pink,5120,Neutral,Monster,Water1,190,1000000,,2,True,True,False,True,False,80,-1,-1,-1,-1,37,-1,,"Slowbro,Slowking"
123,79,Slowpoke,90,65,65,40,40,15,315,Water,Psychic,,Oblivious,Own Tempo,Regenerator,36 kG,60,1 HP,63,Pink,5120,Neutral,Monster,Water1,190,1000000,,2,True,False,False,False,False,80,-1,-1,-1,-1,37,-1,,"Slowbro,Slowking"
126,80,Slowbro (Mega),95,75,180,130,80,30,590,Water,Psychic,,Shell Armor,None,,120 kG,100,2 Def,207,Pink,5120,Neutral,Monster,Water1,75,1000000,Lv. 37,1,True,True,False,False,False,81,-1,-1,-1,-1,38,-1,Slowpoke,
127,80,Slowbro (Galar),95,100,95,100,70,30,490,Poison,Psychic,,Quick Draw,Own Tempo,Regenerator,70.5 kG,80,2 Atk,172,Pink,5120,Neutral,Monster,Water1,75,1000000,Lv. 37,1,True,True,False,True,True,81,-1,-1,-1,-1,38,-1,Slowpoke,
125,80,Slowbro,95,75,110,100,80,30,490,Water,Psychic,,Oblivious,Own Tempo,Regenerator,78.5 kG,80,2 Def,172,Pink,5120,Neutral,Monster,Water1,75,1000000,Lv. 37,1,True,False,False,False,False,81,-1,-1,-1,-1,38,-1,Slowpoke,
128,81,Magnemite,25,35,70,95,55,45,325,Electric,Steel,,Magnet Pull,Sturdy,Analytic,6 kG,20,1 SpA,65,Gray,5120,None,Mineral,,190,1000000,,1,False,False,False,False,False,119,82,-1,-1,-1,47,-1,,Magneton
129,82,Magneton,50,60,95,120,70,70,465,Electric,Steel,,Magnet Pull,Sturdy,Analytic,60 kG,80,2 SpA,163,Gray,5120,None,Mineral,,60,1000000,Lv. 30,1,False,False,False,False,False,120,83,-1,-1,-1,48,-1,Magnemite,Magnezone
131,83,Farfetchd (Galar),52,95,55,58,62,55,377,Fighting,,,Steadfast,None,Scrappy,42 kG,60,1 Atk,132,Brown,5120,Neutral,Flying,Field,45,1000000,,1,True,True,False,True,False,160,-1,-1,-1,61,-1,218,,Sirfetchd
130,83,Farfetchd,52,90,55,58,62,60,377,Normal,Flying,,Keen Eye,Inner Focus,Defiant,15 kG,40,1 Atk,132,Brown,5120,Neutral,Flying,Field,45,1000000,,1,True,False,False,False,False,160,-1,-1,-1,61,-1,218,,
132,84,Doduo,35,85,45,35,35,75,310,Normal,Flying,,Run Away,Early Bird,Tangled Feet,39.2 kG,60,1 Atk,62,Brown,5120,Neutral,Flying,,190,1000000,,1,False,False,False,False,False,204,92,-1,-1,94,-1,-1,,Dodrio
133,85,Dodrio,60,110,70,60,60,110,470,Normal,Flying,,Run Away,Early Bird,Tangled Feet,85.2 kG,80,2 Atk,165,Brown,5120,Neutral,Flying,,45,1000000,Lv. 31,1,False,False,False,False,False,205,93,-1,-1,95,-1,-1,Doduo,
134,86,Seel,65,45,55,45,70,45,325,Water,,,Thick Fat,Hydration,Ice Body,90 kG,80,1 SpD,65,White,5120,Neutral,Water1,Field,190,1000000,,1,False,False,False,False,False,178,-1,-1,-1,-1,-1,-1,,Dewgong
135,87,Dewgong,90,70,80,70,95,70,475,Water,Ice,,Thick Fat,Hydration,Ice Body,120 kG,100,2 SpD,166,White,5120,Neutral,Water1,Field,75,1000000,Lv. 34,1,False,False,False,False,False,179,-1,-1,-1,-1,-1,-1,Seel,
137,88,Grimer (Alola),80,80,50,40,50,25,325,Poison,Dark,,Poison Touch,Gluttony,Power Of Alchemy,42 kG,60,1 HP,65,Purple,5120,Neutral,Amorphous,,190,1000000,,1,True,True,True,False,False,117,106,-1,-1,-1,50,-1,,Muk
136,88,Grimer,80,80,50,40,50,25,325,Poison,,,Stench,Sticky Hold,Poison Touch,30 kG,60,1 HP,65,Purple,5120,Neutral,Amorphous,,190,1000000,,1,True,False,False,False,False,117,106,-1,-1,-1,50,-1,,Muk
139,89,Muk (Alola),105,105,75,65,100,50,500,Poison,Dark,,Poison Touch,Gluttony,Power Of Alchemy,52 kG,80,1 HP/1 Atk,175,Purple,5120,Neutral,Amorphous,,75,1000000,Lv. 38,1,True,True,True,False,True,118,107,-1,-1,-1,51,-1,Grimer (Alola),
138,89,Muk,105,105,75,65,100,50,500,Poison,,,Stench,Sticky Hold,Poison Touch,30 kG,60,1 HP/1 Atk,175,Purple,5120,Neutral,Amorphous,,75,1000000,Lv. 38,1,True,False,False,False,False,118,107,-1,-1,-1,51,-1,Grimer,
140,90,Shellder,30,65,100,45,25,40,305,Water,,,Shell Armor,Skill Link,Overcoat,4 kG,20,1 Def,61,Purple,5120,Neutral,Water3,,190,1250000,,1,False,False,False,False,False,171,-1,-1,-1,-1,115,150,,Cloyster
141,91,Cloyster,50,95,180,85,45,70,525,Water,Ice,,Shell Armor,Skill Link,Overcoat,132.5 kG,100,2 Def,184,Purple,5120,Neutral,Water3,,60,1250000,Water Stone,1,False,False,False,False,False,172,-1,-1,-1,-1,116,151,Shellder,
142,92,Gastly,30,35,30,100,35,80,310,Ghost,Poison,,Levitate,None,,0.1 kG,20,1 SpA,62,Purple,5120,Neutral,Amorphous,,190,1059860,,1,False,False,False,False,False,58,-1,69,-1,-1,61,141,,Haunter
143,93,Haunter,45,50,45,115,55,95,405,Ghost,Poison,,Levitate,None,,0.1 kG,20,2 SpA,142,Purple,5120,Neutral,Amorphous,,90,1059860,Lv. 25,1,False,False,False,False,False,59,-1,70,-1,-1,62,142,Gastly,Gengar
145,94,Gengar (Mega),60,65,80,170,95,130,600,Ghost,Poison,,Shadow Tag,None,,40.5 kG,60,3 SpA,270,Purple,5120,Neutral,Amorphous,,45,1059860,Trade,1,True,True,False,False,False,60,-1,71,-1,-1,63,143,Haunter,
146,94,Gengar (Gmax),60,65,60,130,75,110,500,Ghost,Poison,,Cursed Body,None,,1000 kG,120,3 SpA,225,Purple,5120,Neutral,Amorphous,,45,1059860,Trade,1,True,True,False,False,False,60,-1,71,-1,-1,63,143,Haunter,
144,94,Gengar,60,65,60,130,75,110,500,Ghost,Poison,,Cursed Body,None,,40.5 kG,60,3 SpA,225,Purple,5120,Neutral,Amorphous,,45,1059860,Trade,1,True,False,False,False,False,60,-1,71,-1,-1,63,143,Haunter,
147,95,Onix,35,45,160,30,45,70,385,Rock,Ground,,Rock Head,Sturdy,Weak Armor,210 kG,120,1 Def,77,Gray,6400,Neutral,Mineral,,45,1000000,,1,False,False,False,False,False,62,-1,34,-1,-1,-1,178,,Steelix
148,96,Drowzee,60,48,45,43,90,42,328,Psychic,,,Insomnia,Forewarn,Inner Focus,32.4 kG,60,1 SpD,66,Yellow,5120,Neutral,Human-like,,190,1000000,,1,False,False,False,False,False,87,-1,-1,-1,-1,54,-1,,Hypno
149,97,Hypno,85,73,70,73,115,67,483,Psychic,,,Insomnia,Forewarn,Inner Focus,75.6 kG,80,2 SpD,169,Yellow,5120,Neutral,Human-like,,75,1000000,Lv. 26,1,False,False,False,False,False,88,-1,-1,-1,-1,55,-1,Drowzee,
150,98,Krabby,30,105,90,25,25,50,325,Water,,,Hyper Cutter,Shell Armor,Sheer Force,6.5 kG,20,1 Atk,65,Red,5120,Neutral,Water3,,225,1000000,,1,False,False,False,False,False,166,-1,-1,-1,-1,-1,98,,Kingler
152,99,Kingler (Gmax),55,130,115,50,50,75,475,Water,,,Hyper Cutter,Shell Armor,Sheer Force,1000 kG,120,2 Atk,166,Red,5120,Neutral,Water3,,60,1000000,Lv. 28,1,True,True,False,False,False,167,-1,-1,-1,-1,-1,99,Krabby,
151,99,Kingler,55,130,115,50,50,75,475,Water,,,Hyper Cutter,Shell Armor,Sheer Force,60 kG,80,2 Atk,166,Red,5120,Neutral,Water3,,60,1000000,Lv. 28,1,True,False,False,False,False,167,-1,-1,-1,-1,-1,99,Krabby,
153,100,Voltorb,40,30,50,55,55,100,330,Electric,,,Soundproof,Static,Aftermath,10.4 kG,40,1 Spe,66,Red,5120,None,Mineral,,190,1000000,,1,False,False,False,False,False,121,84,-1,-1,-1,-1,-1,,Electrode
154,101,Electrode,60,50,70,80,80,150,490,Electric,,,Soundproof,Static,Aftermath,66.6 kG,80,2 Spe,172,Red,5120,None,Mineral,,60,1000000,Lv. 30,1,False,False,False,False,False,122,85,-1,-1,-1,-1,-1,Voltorb,
155,102,Exeggcute,60,40,80,60,45,40,325,Grass,Psychic,,Chlorophyll,None,Harvest,2.5 kG,20,1 Def,65,Pink,5120,Neutral,Grass,,90,1250000,,1,False,False,False,False,False,105,-1,-1,-1,-1,269,-1,,"Exeggutor,Exeggutor (Alola)"
157,103,Exeggutor (Alola),95,105,85,125,75,45,530,Grass,Dragon,,Frisk,None,Harvest,415.6 kG,120,2 SpA,186,Yellow,5120,Neutral,Grass,,45,1250000,Leaf Stone (Alolan form),1,True,True,True,False,False,106,-1,-1,-1,-1,270,-1,Exeggcute,
156,103,Exeggutor,95,95,85,125,75,55,530,Grass,Psychic,,Chlorophyll,None,Harvest,120 kG,100,2 SpA,186,Yellow,5120,Neutral,Grass,,45,1250000,Leaf Stone,1,True,False,False,False,False,106,-1,-1,-1,-1,270,-1,Exeggcute,
158,104,Cubone,50,50,95,40,50,35,320,Ground,,,Rock Head,Lightning Rod,Battle Armor,6.5 kG,20,1 Def,64,Brown,5120,Neutral,Monster,,190,1000000,,1,False,False,False,False,False,208,-1,-1,-1,-1,163,-1,,"Marowak,Marowak (Alola)"
160,105,Marowak (Alola),60,80,110,50,80,45,425,Fire,Ghost,,Cursed Body,Lightning Rod,Rock Head,34 kG,60,2 Def,149,Brown,5120,Neutral,Monster,,75,1000000,Lv. 28 (Alolan form),1,True,True,True,False,False,209,-1,-1,-1,-1,164,-1,Cubone,
159,105,Marowak,60,80,110,50,80,45,425,Ground,,,Rock Head,Lightning Rod,Battle Armor,45 kG,60,2 Def,149,Brown,5120,Neutral,Monster,,75,1000000,Lv. 28,1,True,False,False,False,False,209,-1,-1,-1,-1,164,-1,Cubone,
161,106,Hitmonlee,50,120,53,35,110,87,455,Fighting,,,Limber,Reckless,Unburden,49.8 kG,60,2 Atk,159,Brown,6400,M (100%),Human-like,,45,1000000,,1,False,False,False,False,False,146,-1,-1,-1,-1,-1,108,Tyrogue,
162,107,Hitmonchan,50,105,79,35,110,76,455,Fighting,,,Keen Eye,Iron Fist,Inner Focus,50.2 kG,80,2 SpD,159,Brown,6400,M (100%),Human-like,,45,1000000,,1,False,False,False,False,False,147,-1,-1,-1,-1,-1,109,Tyrogue,
163,108,Lickitung,90,55,75,60,75,30,385,Normal,,,Own Tempo,Oblivious,Cloud Nine,65.5 kG,80,2 HP,77,Pink,5120,Neutral,Monster,,45,1000000,,1,False,False,False,False,False,180,-1,-1,-1,-1,-1,-1,,Lickilicky
164,109,Koffing,40,65,95,60,45,35,340,Poison,,,Levitate,None,,1 kG,20,1 Def,68,Purple,5120,Neutral,Amorphous,,190,1000000,,1,False,False,False,False,False,115,108,-1,-1,-1,-1,250,,"Weezing,Weezing (Galar)"
166,110,Weezing (Galar),65,90,120,85,70,60,490,Poison,Fairy,,Levitate,Neutralizing Gas,Misty Surge,16 kG,40,2 Def,172,Purple,5120,Neutral,Amorphous,,60,1000000,Lv. 35 (Galarian form),1,True,True,False,True,False,116,109,-1,-1,-1,-1,251,Koffing,
165,110,Weezing,65,90,120,85,70,60,490,Poison,,,Levitate,None,,9.5 kG,20,2 Def,172,Purple,5120,Neutral,Amorphous,,60,1000000,Lv. 35,1,True,False,False,False,False,116,109,-1,-1,-1,-1,251,Koffing,
167,111,Rhyhorn,80,85,95,30,30,25,345,Ground,Rock,,Lightning Rod,Rock Head,Reckless,115 kG,100,1 Def,69,Gray,5120,Neutral,Monster,Field,120,1250000,,1,False,False,False,False,False,211,169,-1,-1,-1,-1,264,,Rhydon
168,112,Rhydon,105,130,120,45,45,40,485,Ground,Rock,,Lightning Rod,Rock Head,Reckless,120 kG,100,2 Atk,170,Gray,5120,Neutral,Monster,Field,60,1250000,Lv. 42,1,False,False,False,False,False,212,170,-1,-1,-1,-1,265,Rhyhorn,Rhyperior
169,113,Chansey,250,5,5,35,105,50,450,Normal,,,Natural Cure,Serene Grace,Healer,34.6 kG,60,2 HP,395,Pink,10240,F (100%)),Fairy,,30,800000,"Day Lv. ",1,False,False,False,False,False,222,-1,97,-1,-1,33,-1,Happiny,Blissey
170,114,Tangela,65,55,115,100,40,60,435,Grass,,,Chlorophyll,Leaf Guard,Regenerator,35 kG,60,1 Def,87,Blue,5120,Neutral,Grass,,45,1000000,,1,False,False,False,False,False,182,-1,-1,-1,-1,-1,-1,,Tangrowth
172,115,Kangaskhan (Mega),105,125,100,60,100,100,590,Normal,,,Parental Bond,None,,100 kG,80,2 HP,207,Brown,5120,F (100%)),Monster,,45,1000000,,1,True,True,False,False,False,210,-1,-1,-1,-1,165,-1,,
171,115,Kangaskhan,105,95,80,40,80,90,490,Normal,,,Early Bird,Scrappy,Inner Focus,80 kG,80,2 HP,172,Brown,5120,F (100%)),Monster,,45,1000000,,1,True,False,False,False,False,210,-1,-1,-1,-1,165,-1,,
173,116,Horsea,30,40,70,70,25,60,295,Water,,,Swift Swim,Sniper,Damp,8 kG,20,1 SpA,59,Blue,5120,Neutral,Water1,Dragon,225,1000000,,1,False,False,False,False,False,190,184,-1,-1,-1,-1,-1,,Seadra
174,117,Seadra,55,65,95,95,45,85,440,Water,,,Poison Point,Sniper,Damp,25 kG,40,1 Def/1 SpA,154,Blue,5120,Neutral,Water1,Dragon,75,1000000,Lv. 32,1,False,False,False,False,False,191,185,-1,-1,-1,-1,-1,Horsea,Kingdra
175,118,Goldeen,45,67,60,35,50,63,320,Water,,,Swift Swim,Water Veil,Lightning Rod,15 kG,40,1 Atk,64,Red,5120,Neutral,Water2,,225,1000000,,1,False,False,False,False,False,78,50,78,-1,53,153,146,,Seaking
176,119,Seaking,80,92,65,65,80,68,450,Water,,,Swift Swim,Water Veil,Lightning Rod,39 kG,60,2 Atk,158,Red,5120,Neutral,Water2,,60,1000000,Lv. 33,1,False,False,False,False,False,79,51,79,-1,54,154,147,Goldeen,
177,120,Staryu,30,45,55,70,55,85,340,Water,,,Illuminate,Natural Cure,Analytic,34.5 kG,60,1 Spe,68,Brown,5120,None,Water3,,225,1250000,,1,False,False,False,False,False,169,143,-1,-1,-1,184,-1,,Starmie
178,121,Starmie,60,75,85,100,85,115,520,Water,Psychic,,Illuminate,Natural Cure,Analytic,80 kG,80,2 Spe,182,Purple,5120,None,Water3,,60,1250000,Water Stone,1,False,False,False,False,False,170,144,-1,-1,-1,185,-1,Staryu,
180,122,Mr. Mime (Galar),50,65,65,90,90,100,460,Ice,Psychic,,Vital Spirit,Screen Cleaner,Ice Body,56.8 kG,80,2 Spe,161,Pink,6400,Neutral,Human-like,,45,1000000,Level w/ Mimic (Galarian form),1,True,True,False,True,False,158,-1,95,-1,-1,-1,365,Mime Jr.,Mr. Rime
179,122,Mr. Mime,40,45,65,100,120,90,460,Psychic,Fairy,,Soundproof,Filter,Technician,54.5 kG,80,2 SpD,161,Pink,6400,Neutral,Human-like,,45,1000000,Level w/ Mimic,1,True,False,False,False,False,158,-1,95,-1,-1,-1,365,Mime Jr.,
181,123,Scyther,70,110,80,55,80,105,500,Bug,Flying,,Swarm,Technician,Steadfast,56 kG,80,1 Atk,100,Green,6400,Neutral,Bug,,45,1000000,,1,False,False,False,False,False,111,-1,-1,-1,-1,275,-1,,Scizor
182,124,Jynx,65,50,35,115,95,95,455,Ice,Psychic,,Oblivious,Forewarn,Dry Skin,40.6 kG,60,2 SpA,159,Red,6400,F (100%)),Human-like,,45,1000000,Lv. 30,1,False,False,False,False,False,155,-1,-1,-1,-1,-1,-1,Smoochum,
183,125,Electabuzz,65,83,57,95,85,105,490,Electric,,,Static,None,Vital Spirit,30 kG,60,2 Spe,172,Yellow,6400,M (75%),Human-like,,45,1000000,Lv. 30,1,False,False,False,False,False,157,-1,-1,-1,-1,227,-1,Elekid,Electivire
184,126,Magmar,65,95,57,100,85,93,495,Fire,,,Flame Body,None,Vital Spirit,44.5 kG,60,2 SpA,173,Red,6400,M (75%),Human-like,,45,1000000,Lv. 30,1,False,False,False,False,False,153,-1,-1,-1,-1,167,-1,Magby,Magmortar
186,127,Pinsir (Mega),65,155,120,65,90,105,600,Bug,Flying,,Aerilate,None,,59 kG,80,2 Atk,210,Brown,6400,Neutral,Bug,,45,1250000,,1,True,True,False,False,False,113,167,-1,-1,-1,175,-1,,
185,127,Pinsir,65,125,100,55,70,85,500,Bug,,,Hyper Cutter,Mold Breaker,Moxie,55 kG,80,2 Atk,175,Brown,6400,Neutral,Bug,,45,1250000,,1,True,False,False,False,False,113,167,-1,-1,-1,175,-1,,
187,128,Tauros,75,100,95,40,70,110,490,Normal,,,Intimidate,Anger Point,Sheer Force,88.4 kG,80,1 Atk/1 Spe,172,Brown,5120,M (100%),Field,,45,1250000,,1,False,False,False,False,False,150,-1,-1,-1,-1,137,-1,,
188,129,Magikarp,20,10,55,15,20,80,200,Water,,,Swift Swim,None,Rattled,10 kG,20,1 Spe,40,Red,1280,Neutral,Water2,Dragon,255,1250000,,1,False,False,False,False,False,76,52,23,-1,49,91,144,,Gyarados
190,130,Gyarados (Mega),95,155,109,70,130,81,640,Water,Dark,,Mold Breaker,None,,305 kG,120,2 Atk,224,Blue,1280,Neutral,Water2,Dragon,45,1250000,Lv. 20,1,True,True,False,False,False,77,53,24,-1,50,92,145,Magikarp,
189,130,Gyarados,95,125,79,60,100,81,540,Water,Flying,,Intimidate,None,Moxie,235 kG,120,2 Atk,189,Blue,1280,Neutral,Water2,Dragon,45,1250000,Lv. 20,1,True,False,False,False,False,77,53,24,-1,50,92,145,Magikarp,
192,131,Lapras (Gmax),130,85,80,85,95,60,535,Water,Ice,,Water Absorb,Shell Armor,Hydration,1000 kG,120,2 HP,187,Blue,10240,Neutral,Monster,Water1,45,1250000,,1,True,True,False,False,False,224,-1,-1,-1,-1,268,361,,
191,131,Lapras,130,85,80,85,95,60,535,Water,Ice,,Water Absorb,Shell Armor,Hydration,220 kG,120,2 HP,187,Blue,10240,Neutral,Monster,Water1,45,1250000,,1,True,False,False,False,False,224,-1,-1,-1,-1,268,361,,
193,132,Ditto,48,48,48,48,48,48,288,Normal,,,Limber,None,Imposter,4 kG,20,1 HP,101,Purple,5120,None,Ditto,,35,1000000,,1,False,False,False,False,False,92,-1,-1,-1,-1,209,373,,
195,133,Eevee (Gmax),55,55,50,45,65,55,325,Normal,,,Run Away,Adaptability,Anticipation,1000 kG,120,1 SpD,65,Brown,8960,M (87.5%),Field,,45,1000000,,8,True,True,False,False,False,184,-1,-1,-1,-1,123,196,,"Vaporeon,Jolteon,Flareon,Espeon,Umbreon,Leafeon,Glaceon,Sylveon"
194,133,Eevee,55,55,50,45,65,55,325,Normal,,,Run Away,Adaptability,Anticipation,6.5 kG,20,1 SpD,65,Brown,8960,M (87.5%),Field,,45,1000000,,8,True,False,False,False,False,184,-1,-1,-1,-1,123,196,,"Vaporeon,Jolteon,Flareon,Espeon,Umbreon,Leafeon,Glaceon,Sylveon"
196,134,Vaporeon,130,65,60,110,95,65,525,Water,,,Water Absorb,None,Hydration,29 kG,60,2 HP,184,Blue,8960,M (87.5%),Field,,45,1000000,Water Stone,1,False,False,False,False,False,185,-1,-1,-1,-1,124,197,Eevee,
197,135,Jolteon,65,65,60,110,95,130,525,Electric,,,Volt Absorb,None,Quick Feet,24.5 kG,40,2 Spe,184,Yellow,8960,M (87.5%),Field,,45,1000000,Thunder Stone,1,False,False,False,False,False,186,-1,-1,-1,-1,125,198,Eevee,
198,136,Flareon,65,130,60,95,110,65,525,Fire,,,Flash Fire,None,Guts,25 kG,40,2 Atk,184,Red,8960,M (87.5%),Field,,45,1000000,Fire Stone,1,False,False,False,False,False,187,-1,-1,-1,-1,126,199,Eevee,
199,137,Porygon,65,60,70,85,75,40,395,Normal,,,Trace,Download,Analytic,36.5 kG,60,1 SpA,79,Pink,5120,None,Mineral,,45,1000000,,1,False,False,False,False,False,220,-1,-1,-1,-1,217,-1,,Porygon2
200,138,Omanyte,35,40,100,90,55,35,355,Rock,Water,,Swift Swim,Shell Armor,Weak Armor,7.5 kG,20,1 Def,71,Blue,7680,M (87.5%),Water1,Water3,45,1000000,,1,False,False,False,False,False,225,-1,-1,-1,-1,-1,-1,,Omastar
201,139,Omastar,70,60,125,115,70,55,495,Rock,Water,,Swift Swim,Shell Armor,Weak Armor,35 kG,60,2 Def,173,Blue,7680,M (87.5%),Water1,Water3,45,1000000,Lv. 40,1,False,False,False,False,False,226,-1,-1,-1,-1,-1,-1,Omanyte,
202,140,Kabuto,30,80,90,55,45,55,355,Rock,Water,,Swift Swim,Battle Armor,Weak Armor,11.5 kG,40,1 Def,71,Brown,7680,M (87.5%),Water1,Water3,45,1000000,,1,False,False,False,False,False,227,-1,-1,-1,-1,-1,-1,,Kabutops
203,141,Kabutops,60,115,105,65,70,80,495,Rock,Water,,Swift Swim,Battle Armor,Weak Armor,40.5 kG,60,2 Atk,173,Brown,7680,M (87.5%),Water1,Water3,45,1000000,Lv. 40,1,False,False,False,False,False,228,-1,-1,-1,-1,-1,-1,Kabuto,
205,142,Aerodactyl (Mega),80,135,85,70,95,150,615,Rock,Flying,,Tough Claws,None,,79 kG,80,2 Spe,215,Purple,8960,M (87.5%),Flying,,45,1250000,,1,True,True,False,False,False,229,-1,-1,-1,-1,284,-1,,
204,142,Aerodactyl,80,105,65,60,75,130,515,Rock,Flying,,Rock Head,Pressure,Unnerve,59 kG,80,2 Spe,180,Purple,8960,M (87.5%),Flying,,45,1250000,,1,True,False,False,False,False,229,-1,-1,-1,-1,284,-1,,
207,143,Snorlax (Gmax),160,110,65,65,110,30,540,Normal,,,Immunity,Thick Fat,Gluttony,1000 kG,120,2 HP,189,Black,10240,M (87.5%),Monster,,25,1250000,Friendship,1,True,True,False,False,False,230,-1,113,-1,139,36,261,Munchlax,
206,143,Snorlax,160,110,65,65,110,30,540,Normal,,,Immunity,Thick Fat,Gluttony,460 kG,120,2 HP,189,Black,10240,M (87.5%),Monster,,25,1250000,Friendship,1,True,False,False,False,False,230,-1,113,-1,139,36,261,Munchlax,
